variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_cfs_iso_k8_seg_node,768,2,173772,21389,1.0231,0.3808,3.2924,0.0156,14656,275.66
hier_cfs_iso_k8_seg_total,768,2,1390176,171112,1.0231,0.3808,3.2924,0.1063,117248,275.66
hier_cfs_iso_k8_glue,768,2,21772,3388,0.2786,0.2492,0.516,0.1514,14656,52.52
hier_cfs_iso_k8,768,3,1411948,174500,1.3017,0.3841,3.303,0.2462,131904,275.72
hier_cfs_iso_k8_seg_node,768,3,173772,21389,1.0231,0.3841,3.303,0.0144,14656,275.72
hier_cfs_iso_k8_seg_total,768,3,1390176,171112,1.0231,0.3841,3.303,0.1033,117248,275.72
hier_cfs_iso_k8_glue,768,3,21772,3388,0.2786,0.2488,0.5182,0.1429,14656,52.61
hier_cfs_iso_k2,1000,1,1806333,227044,5.0968,1.0641,13.2543,0.1105,43968,1274.45
hier_cfs_iso_k2_seg_node,1000,1,898548,112289,4.8764,1.0641,13.2543,0.0129,14656,1274.45
hier_cfs_iso_k2_seg_total,1000,1,1797096,224578,4.8764,1.0641,13.2543,0.0258,29312,1274.45
hier_cfs_iso_k2_glue,1000,1,9237,2466,0.2204,0.2268,0.2842,0.0847,14656,36.43
hier_cfs_iso_k2,1000,2,1806333,227044,5.0968,1.067,13.2092,0.1101,43968,1274.58
hier_cfs_iso_k2_seg_node,1000,2,898548,112289,4.8764,1.067,13.2092,0.0128,14656,1274.58
hier_cfs_iso_k2_seg_total,1000,2,1797096,224578,4.8764,1.067,13.2092,0.025,29312,1274.58
hier_cfs_iso_k2_glue,1000,2,9237,2466,0.2204,0.2287,0.2863,0.0851,14656,36.62
hier_cfs_iso_k2,1000,3,1806333,227044,5.0968,1.0714,13.3064,0.1071,43968,1274.53
hier_cfs_iso_k2_seg_node,1000,3,898548,112289,4.8764,1.0714,13.3064,0.0125,14656,1274.53
hier_cfs_iso_k2_seg_total,1000,3,1797096,224578,4.8764,1.0714,13.3064,0.0245,29312,1274.53
hier_cfs_iso_k2_glue,1000,3,9237,2466,0.2204,0.228,0.2821,0.0826,14656,36.44
hier_cfs_iso_k4,1000,1,1813762,227084,2.725,0.5918,7.0456,0.1544,73280,623.41
hier_cfs_iso_k4_seg_node,1000,1,450048,56039,2.4861,0.5918,7.0456,0.0127,14656,623.41
hier_cfs_iso_k4_seg_total,1000,1,1800192,224156,2.4861,0.5918,7.0456,0.0494,58624,623.41
hier_cfs_iso_k4_glue,1000,1,13570,2928,0.2389,0.241,0.3247,0.105,14656,39.68
hier_cfs_iso_k4,1000,2,1813762,227084,2.725,0.5921,7.3707,0.1614,73280,623.41
hier_cfs_iso_k4_seg_node,1000,2,450048,56039,2.4861,0.5921,7.3707,0.017,14656,623.41
hier_cfs_iso_k4_seg_total,1000,2,1800192,224156,2.4861,0.5921,7.3707,0.0565,58624,623.41
hier_cfs_iso_k4_glue,1000,2,13570,2928,0.2389,0.248,0.3203,0.1049,14656,39.61
hier_cfs_iso_k4,1000,3,1813762,227084,2.725,0.6036,7.0374,0.164,73280,623.36
hier_cfs_iso_k4_seg_node,1000,3,450048,56039,2.4861,0.6036,7.0374,0.0152,14656,623.36
hier_cfs_iso_k4_seg_total,1000,3,1800192,224156,2.4861,0.6036,7.0374,0.0526,58624,623.36
hier_cfs_iso_k4_glue,1000,3,13570,2928,0.2389,0.2498,0.3244,0.1114,14656,39.58
hier_cfs_iso_k8,1000,1,1828628,227164,1.5558,0.4237,3.7674,0.2636,131904,329.7
hier_cfs_iso_k8_seg_node,1000,1,225799,27914,1.2818,0.4237,3.7674,0.0199,14656,329.7
hier_cfs_iso_k8_seg_total,1000,1,1806392,223312,1.2818,0.4237,3.7674,0.1203,117248,329.7
hier_cfs_iso_k8_glue,1000,1,22236,3852,0.274,0.2556,0.5315,0.1433,14656,51.83
hier_cfs_iso_k8,1000,2,1828628,227164,1.5558,0.4262,3.7975,0.2599,131904,329.56
hier_cfs_iso_k8_seg_node,1000,2,225799,27914,1.2818,0.4262,3.7975,0.0176,14656,329.56
hier_cfs_iso_k8_seg_total,1000,2,1806392,223312,1.2818,0.4262,3.7975,0.1124,117248,329.56
hier_cfs_iso_k8_glue,1000,2,22236,3852,0.274,0.2568,0.5198,0.1475,14656,51.75
hier_cfs_iso_k8,1000,3,1828628,227164,1.5558,0.424,3.7665,0.2652,131904,329.6
hier_cfs_iso_k8_seg_node,1000,3,225799,27914,1.2818,0.424,3.7665,0.0216,14656,329.6
hier_cfs_iso_k8_seg_total,1000,3,1806392,223312,1.2818,0.424,3.7665,0.1238,117248,329.6
hier_cfs_iso_k8_glue,1000,3,22236,3852,0.274,0.257,0.5267,0.1414,14656,51.74
hier_cfs_iso_k2,1504,1,2969454,374540,8.8111,1.7172,22.7439,0.1141,43968,2135.77
hier_cfs_iso_k2_seg_node,1504,1,1479433,185511,8.5898,1.7172,22.7439,0.0127,14656,2135.77
hier_cfs_iso_k2_seg_total,1504,1,2958866,371022,8.5898,1.7172,22.7439,0.0249,29312,2135.77
hier_cfs_iso_k2_glue,1504,1,10588,3518,0.2213,0.2257,0.3025,0.0892,14656,37.33
hier_cfs_iso_k2,1504,2,2969454,374540,8.8111,1.7055,22.9333,0.1103,43968,2136.28
